variable,n,mean,sd,min,median,max
d_gov,261,-0.0034482758620689668,0.1837232089493086,-0.5700000000000003,0,0.7099999999999991
d_us10,261,0.012260536398467432,0.12940643016250575,-0.40000000000000036,0.010000000000000009,0.47000000000000064
dl_gold,261,0.3826348774541615,3.4973241475216215,-31.929134228725786,0.3135578172672737,31.453764778870408
dl_usdzar,261,0.05101442312592809,1.8521961394676696,-5.714973314624494,-0.17284290343502207,5.618664974997412
dl_vix,261,-0.1760067121204081,14.91602473481968,-49.52963566586885,-0.9772064733792885,73.8522304230548
