origin_date,actual,reg_tb_forecast,reg_tb_error
2022-10-28,17.0837,18.04591615371333,-0.962216153713328
2022-11-04,17.5034,18.321263571860733,-0.8178635718607339
2022-11-11,17.161,17.24523928441767,-0.08423928441767004
2022-11-18,17.3492,17.442944165023935,-0.09374416502393501
2022-11-25,17.114,17.055102430158215,0.05889756984178618
2022-12-02,16.9831,17.51646316930666,-0.5333631693066607
2022-12-09,17.1939,17.25255198713711,-0.05865198713711095
2022-12-16,16.7265,17.330801423573842,-0.6043014235738404
2022-12-23,17.2468,17.164476065753114,0.08232393424688667
2022-12-30,17.2577,17.054118455619726,0.20358154438027398
2023-01-06,17.1455,17.084362629892325,0.06113737010767295
2023-01-13,17.7503,16.702157536611125,1.0481424633888743
2023-01-20,18.2712,17.274766349556902,0.9964336504430982
2023-01-27,18.309,17.25384259787268,1.0551574021273211
2023-02-03,18.1537,17.171058604546825,0.9826413954531752
2023-02-10,18.4585,17.81857627154487,0.6399237284551305
2023-02-17,18.3149,18.285231709924766,0.02966829007523586
2023-02-24,18.1647,18.38583296054476,-0.22113296054476095
2023-03-03,17.8139,18.142272973258468,-0.3283729732584675
2023-03-10,18.1575,18.54015162538007,-0.38265162538007047
2023-03-17,18.1129,18.323929413661713,-0.2110294136617128
2023-03-24,18.0983,18.134318391305754,-0.036018391305756126
2023-03-31,18.4303,17.82668945257274,0.6036105474272588
2023-04-07,18.3544,18.20034031171706,0.15405968828293837
2023-04-14,19.3767,18.150038292339286,1.226661707660714
2023-04-21,19.3487,18.140013430653774,1.2086865693462272
2023-04-28,19.7446,18.402397432928765,1.342202567071233
2023-05-05,19.5325,18.421833493698447,1.110666506301552
2023-05-12,18.8235,19.408834250613157,-0.5853342506131582
2023-05-19,18.3303,19.437603696348567,-1.1073036963485663
2023-05-26,18.6313,19.811281066839022,-1.179981066839023
2023-06-02,18.9237,19.49177496527084,-0.5680749652708386
2023-06-09,19.0764,18.86411356462192,0.21228643537807912
2023-06-16,18.0212,18.38512582621669,-0.3639258262166898
2023-06-23,17.956,18.64353179597602,-0.687531795976021
2023-06-30,17.8692,18.943004404479147,-1.073804404479148
2023-07-07,18.685,19.088054670998226,-0.4030546709982268
2023-07-14,18.8743,18.027643381364065,0.8466566186359366
2023-07-21,19.0725,17.99350861501406,1.0789913849859403
2023-07-28,18.6564,17.909335660341597,0.7470643396584045
2023-08-04,18.7612,18.773166239971367,-0.011966239971368253
2023-08-11,19.1072,18.846668071078184,0.2605319289218144
2023-08-18,19.0481,19.185133634454658,-0.13703363445465655
2023-08-25,18.8488,18.666717281069424,0.1820827189305767
2023-09-01,18.784,18.716328710086025,0.06767128991397442
2023-09-08,19.4202,19.157935642918016,0.26226435708198537
2023-09-15,18.9642,19.11705002749043,-0.15285002749042675
2023-09-22,19.1057,19.006572246446158,0.09912775355384085
2023-09-29,18.8845,18.868433761999686,0.01606623800031315
2023-10-06,18.4397,19.516839915031355,-1.0771399150313563
2023-10-13,18.6541,19.034763566835576,-0.380663566835576
2023-10-20,18.384,19.224883067440146,-0.8408830674401457
2023-10-27,18.8957,18.904540941749833,-0.008840941749831188
2023-11-03,18.8143,18.324012253480827,0.4902877465191722
2023-11-10,18.8313,18.660096669458074,0.17120333054192471
2023-11-17,18.6113,18.380859989349666,0.2304400106503337
2023-11-24,18.4175,18.865536805822675,-0.44803680582267447
2023-12-01,18.5826,18.821731866786145,-0.2391318667861455
2023-12-08,18.7906,18.85886129918747,-0.06826129918746915
2023-12-15,18.5818,18.620297812746145,-0.03849781274614372
2023-12-22,18.9904,18.47576057104997,0.51463942895003
2023-12-29,18.9156,18.579465502294255,0.3361344977057463
2024-01-05,18.634,18.82395216759207,-0.18995216759206812
2024-01-12,19.0113,18.587004267002325,0.424295732997674
2024-01-19,18.8852,19.035091769441795,-0.14989176944179405
2024-01-26,19.2452,18.952046125696967,0.29315387430303375
2024-02-02,19.2279,18.688271469855263,0.5396285301447392
2024-02-09,18.6616,19.02180480086097,-0.36020480086096995
2024-02-16,18.6815,18.983313898190342,-0.30181389819034266
2024-02-23,18.9907,19.234549524907163,-0.24384952490716216
2024-03-01,18.9926,19.242266950628252,-0.24966695062825295
2024-03-08,18.6668,18.77048186952435,-0.1036818695243511
2024-03-15,18.6866,18.748237024486546,-0.061637024486547176
2024-03-22,19.2467,18.964446834132506,0.2822531658674947
2024-03-29,18.9895,19.041026808577385,-0.05152680857738545
2024-04-05,18.5622,18.788587722142115,-0.226387722142114
2024-04-12,18.4012,18.769118072972816,-0.36791807297281665
2024-04-19,18.2194,19.28053512191186,-1.0611351219118603
2024-04-26,18.4186,18.97415287764195,-0.5555528776419472
2024-05-03,18.8538,18.559896251948068,0.29390374805193176
2024-05-10,18.8447,18.42314626378723,0.42155373621276837
2024-05-17,18.3748,18.232432390748684,0.1423676092513162
2024-05-24,17.9574,18.442275602939613,-0.4848756029396135
2024-05-31,18.2138,18.8903108418773,-0.6765108418773025
2024-06-07,18.2022,18.854038963015373,-0.651838963015372
2024-06-14,17.9533,18.39961255849819,-0.4463125584981924
2024-06-21,18.35,18.010104177969637,0.33989582203036406
2024-06-28,18.2658,18.221474325042514,0.044325674957484296
2024-07-05,18.2067,18.22074685505094,-0.014046855050938944
2024-07-12,18.3673,17.984673816159066,0.3826261838409337
2024-07-19,17.9446,18.448760675561424,-0.5041606755614225
2024-07-26,17.9553,18.290548126623396,-0.3352481266233944
2024-08-02,17.6113,18.31658089873543,-0.7052808987354311
2024-08-09,17.7112,18.354971778249727,-0.6437717782497252
2024-08-16,17.7564,17.890957322901375,-0.1345573229013759
2024-08-23,17.5715,17.996123792394947,-0.4246237923949465
2024-08-30,17.1564,17.655162576956418,-0.4987625769564161
2024-09-06,17.4904,17.82483606986368,-0.3344360698636777
2024-09-13,17.4565,17.682716907057554,-0.22621690705755526
2024-09-20,17.593,17.594314434983612,-0.0013144349836125002
2024-09-27,17.6735,17.22268743846202,0.45081256153797966
2024-10-04,17.6574,17.557777057186698,0.09962294281330131
2024-10-11,17.4264,17.50535095203401,-0.0789509520340097
2024-10-18,18.2358,17.58945126361633,0.646348736383672
2024-10-25,18.0286,17.740326964327117,0.28827303567288354
2024-11-01,18.0419,17.71705146113486,0.32484853886513676
2024-11-08,18.0388,17.338696847020234,0.7001031529797643
2024-11-15,17.8176,18.231189976453773,-0.4135899764537747
2024-11-22,18.3414,18.0362425086637,0.3051574913362991
2024-11-29,18.7921,18.010180512472793,0.7819194875272082
2024-12-06,18.773,18.055517480410842,0.7174825195891579
2024-12-13,18.9368,17.90019556342601,1.0366044365739917
2024-12-20,18.7264,18.43767312147167,0.28872687852833323
2024-12-27,18.3118,18.740407809519983,-0.42860780951998123
2025-01-03,18.591,18.81169466976352,-0.22069466976351748
2025-01-10,18.4284,19.053026211659976,-0.6246262116599759
2025-01-17,18.3904,18.698306483456367,-0.3079064834563674
2025-01-24,18.3322,18.344060062335487,-0.011860062335486532
2025-01-31,18.5065,18.628056261768798,-0.12155626176879863
2025-02-07,18.0809,18.47013870770547,-0.38923870770547
2025-02-14,18.1979,18.395516257300045,-0.1976162573000444
2025-02-21,18.1741,18.43429080383687,-0.26019080383687054
2025-02-28,18.1883,18.52372959362383,-0.33542959362382874
2025-03-07,19.0919,18.23685719708271,0.8550428029172892
2025-03-14,19.3565,18.19933527464031,1.1571647253596922
2025-03-21,18.8727,18.170511914253595,0.7021880857464033
2025-03-28,18.8032,18.253732977974423,0.5494670220255777
2025-04-04,18.473,19.300614765633828,-0.8276147656338289
2025-04-11,18.1779,19.348407709527674,-1.1705077095276728
2025-04-18,18.0516,18.860797442035118,-0.8091974420351171
2025-04-25,17.9148,18.76126334921234,-0.846463349212339
2025-05-02,17.8463,18.50864321759761,-0.6623432175976092
2025-05-09,17.7727,18.226675647355254,-0.45397564735525364
2025-05-16,17.9451,18.01669379201941,-0.07159379201941007
2025-05-23,18.028,18.040401266720682,-0.012401266720683424
2025-05-30,17.8626,17.78926374626755,0.07333625373244956
2025-06-06,17.5669,17.769288695913815,-0.2023886959138146
2025-06-13,17.8262,18.027798952409594,-0.20159895240959358
2025-06-20,17.6783,18.031277065209917,-0.3529770652099167
2025-06-27,17.7393,17.8232658389341,-0.08396583893409826
2025-07-04,18.2913,17.632253549913834,0.6590464500861657
2025-07-11,17.7139,17.829141411191106,-0.11524141119110709
2025-07-18,17.542,17.727837887750713,-0.18583788775071142
2025-07-25,17.6679,17.719094218279444,-0.051194218279444925
2025-08-01,17.7493,18.32201547803892,-0.5727154780389192
2025-08-08,17.6962,17.715721956640497,-0.01952195664049583
2025-08-15,17.4027,17.58296957571763,-0.18026957571763091
2025-08-22,17.328,17.661472445821435,-0.3334724458214353
2025-08-29,17.4483,17.78508149169439,-0.33678149169438854
2025-09-05,17.2491,17.71571734405217,-0.46661734405217103
2025-09-12,17.2245,17.423542251060624,-0.19904225106062512
2025-09-19,17.4711,17.362302818713708,0.10879718128629179
2025-09-26,17.3507,17.456284560534677,-0.1055845605346768
2025-10-03,17.3066,17.25175737780148,0.054842622198520985
2025-10-10,17.3809,17.30850978767934,0.07239021232065923
2025-10-17,17.1141,17.456054337343677,-0.341954337343676
2025-10-24,17.2863,17.311262030165093,-0.02496203016509213
2025-10-31,17.1635,17.348890956684688,-0.18539095668468875
2025-11-07,16.9318,17.41260304363961,-0.4808030436396109
2025-11-14,16.8368,17.159410148907458,-0.322610148907458
2025-11-21,16.7606,17.33468764766003,-0.5740876476600292
2025-11-28,16.6744,17.090032646498194,-0.41563264649819587
2025-12-05,16.535,16.94387023131604,-0.4088702313160404
2025-12-12,16.552,16.886658104315266,-0.33465810431526677
2025-12-19,16.3829,16.772886856425615,-0.38998685642561526
2025-12-26,16.1806,16.67464764968774,-0.4940476496877402
